seqnames	start	end	width	strand	peak_name
chr1	171281867	171282273	407	*	peak_665
chr1	37762610	37762968	359	*	peak_666
chr1	90045057	90045372	316	*	peak_667
chr1	171684955	171685280	326	*	peak_668
chr1	171022988	171023195	208	*	peak_669
chr1	59688084	59688409	326	*	peak_670
chr1	169980297	169980718	422	*	peak_671
chr1	87757376	87757872	497	*	peak_672
chr1	132508441	132508699	259	*	peak_673
chr1	140247686	140248044	359	*	peak_674
chr1	43766032	43766191	160	*	peak_675
chr1	195140145	195140463	319	*	peak_676
chr1	9961033	9961409	377	*	peak_677
chr1	151573253	151573525	273	*	peak_678
chr1	97778130	97778507	378	*	peak_679
chr1	60487705	60488092	388	*	peak_680
chr1	52184344	52184455	112	*	peak_681
chr1	34444480	34444720	241	*	peak_682
chr1	86347063	86347198	136	*	peak_683
chr1	4809699	4809827	129	*	peak_684
chr1	180248426	180248917	492	*	peak_685
chr1	128589677	128590177	501	*	peak_686
chr1	180180470	180180873	404	*	peak_687
chr1	15810442	15810619	178	*	peak_688
chr1	172597276	172597662	387	*	peak_689
chr1	171125580	171125918	339	*	peak_690
chr1	187215532	187215968	437	*	peak_691
chr1	164063782	164064207	426	*	peak_692
chr1	93345131	93345613	483	*	peak_693
chr1	74546660	74546871	212	*	peak_694
chr1	180569548	180569973	426	*	peak_695
chr1	130934568	130935027	460	*	peak_696
chr1	97711432	97711604	173	*	peak_697
chr1	180893866	180894259	394	*	peak_698
chr1	173898363	173898547	185	*	peak_699
chr1	16068306	16068656	351	*	peak_700
chr1	37834572	37834958	387	*	peak_701
chr1	53278684	53278934	251	*	peak_702
chr1	132356838	132357085	248	*	peak_703
chr1	34239674	34239904	231	*	peak_704
chr1	55078736	55078946	211	*	peak_705
chr1	132317494	132317644	151	*	peak_706
chr1	58587203	58587362	160	*	peak_707
chr1	91001112	91001358	247	*	peak_708
chr1	86388027	86388203	177	*	peak_709
chr1	87216848	87217116	269	*	peak_710
chr1	160261593	160261823	231	*	peak_711
chr1	150323041	150323261	221	*	peak_712
chr1	23762874	23763068	195	*	peak_713
chr1	143739996	143740464	469	*	peak_714
chr1	173963502	173963801	300	*	peak_715
chr1	87216930	87217153	224	*	peak_716
chr1	86203043	86203309	267	*	peak_717
chr1	193104464	193104900	437	*	peak_718
chr1	188971180	188971316	137	*	peak_719
chr1	84587109	84587411	303	*	peak_720
chr1	157104135	157104516	382	*	peak_721
chr1	180804679	180805133	455	*	peak_722
chr1	66389178	66389573	396	*	peak_723
chr1	44089369	44089810	442	*	peak_724
chr1	189210048	189210309	262	*	peak_725
chr1	65928089	65928535	447	*	peak_726
chr1	63144098	63144425	328	*	peak_727
chr1	83160370	83160791	422	*	peak_728
chr1	131812414	131812598	185	*	peak_729
chr1	75402079	75402559	481	*	peak_730
chr1	135136280	135136507	228	*	peak_731
chr1	125916286	125916457	172	*	peak_732
chr1	173923748	173924189	442	*	peak_733
chr1	83160679	83160863	185	*	peak_734
chr1	93706151	93706613	463	*	peak_735
chr1	156805041	156805454	414	*	peak_736
chr1	59688456	59688771	316	*	peak_737
chr1	87098751	87098897	147	*	peak_738
chr1	36530437	36530549	113	*	peak_739
chr1	65312209	65312334	126	*	peak_740
chr1	152809532	152809999	468	*	peak_741
chr1	125585182	125585587	406	*	peak_742
chr1	75186730	75187143	414	*	peak_743
chr1	15289572	15289896	325	*	peak_744
chr1	167311944	167312248	305	*	peak_745
chr1	153779486	153779887	402	*	peak_746
chr1	180171569	180171964	396	*	peak_747
chr1	44107018	44107265	248	*	peak_748
chr1	190929125	190929572	448	*	peak_749
chr1	153427320	153427725	406	*	peak_750
chr1	16964807	16964908	102	*	peak_751
chr1	59482683	59483131	449	*	peak_752
chr1	4494411	4494904	494	*	peak_753
chr1	171155749	171155888	140	*	peak_754
chr1	74903951	74904271	321	*	peak_755
chr1	175060723	175060823	101	*	peak_756
chr1	131276519	131276820	302	*	peak_757
chr1	115688401	115688713	313	*	peak_758
chr1	63177435	63177820	386	*	peak_759
chr1	96819022	96819224	203	*	peak_760
chr1	135837854	135838108	255	*	peak_761
chr1	83160129	83160396	268	*	peak_762
chr1	172150057	172150411	355	*	peak_763
chr1	87624684	87625102	419	*	peak_764
chr1	43983559	43983843	285	*	peak_765
chr1	127957738	127958045	308	*	peak_766
chr1	16344574	16344907	334	*	peak_767
chr1	133714804	133715099	296	*	peak_768
chr1	40267519	40267661	143	*	peak_769
chr1	175964880	175965222	343	*	peak_770
chr1	53354595	53355004	410	*	peak_771
chr1	135768706	135769017	312	*	peak_772
chr1	130698155	130698389	235	*	peak_773
chr1	37221073	37221445	373	*	peak_774
chr1	33779910	33780301	392	*	peak_775
chr1	36308222	36308374	153	*	peak_776
chr1	191910513	191910847	335	*	peak_777
chr1	185455544	185455782	239	*	peak_778
chr1	21241050	21241518	469	*	peak_779
chr1	36841876	36842210	335	*	peak_780
chr1	156334452	156334830	379	*	peak_781
chr1	53298265	53298735	471	*	peak_782
chr1	91545020	91545352	333	*	peak_783
chr1	133898441	133898913	473	*	peak_784
chr1	128363986	128364406	421	*	peak_785
chr1	153901116	153901295	180	*	peak_786
chr1	36373879	36374203	325	*	peak_787
chr1	36571594	36571888	295	*	peak_788
chr1	81078967	81079175	209	*	peak_789
chr1	53062023	53062357	335	*	peak_790
chr1	92638658	92639154	497	*	peak_791
chr1	143795369	143795484	116	*	peak_792
chr1	33794648	33795013	366	*	peak_793
chr1	118390404	118390763	360	*	peak_794
chr1	54645388	54645858	471	*	peak_795
chr1	45336042	45336168	127	*	peak_796
chr1	175062627	175062758	132	*	peak_797
chr1	153666629	153667055	427	*	peak_798
chr1	109986352	109986529	178	*	peak_799
chr1	171273539	171273898	360	*	peak_800
chr1	86024505	86024728	224	*	peak_801
chr1	178532594	178532717	124	*	peak_802
chr1	125393028	125393222	195	*	peak_803
chr1	193226216	193226388	173	*	peak_804
chr1	65080467	65080620	154	*	peak_805
chr1	125915563	125916022	460	*	peak_806
chr1	75317958	75318143	186	*	peak_807
chr1	91054061	91054429	369	*	peak_808
chr1	180662892	180663164	273	*	peak_809
chr1	75436848	75437189	342	*	peak_810
chr1	171331371	171331802	432	*	peak_811
chr1	75260294	75260504	211	*	peak_812
chr1	133385232	133385386	155	*	peak_813
chr1	93020386	93020727	342	*	peak_814
chr1	73920424	73920800	377	*	peak_815
chr1	14873129	14873235	107	*	peak_816
chr1	63177145	63177608	464	*	peak_817
chr1	170874324	170874758	435	*	peak_818
chr1	134194877	134195066	190	*	peak_819
chr1	50929836	50930180	345	*	peak_820
chr1	94023332	94023506	175	*	peak_821
chr1	170235033	170235388	356	*	peak_822
chr1	97646368	97646696	329	*	peak_823
chr1	36601644	36601759	116	*	peak_824
chr1	133623456	133623727	272	*	peak_825
chr1	131276685	131277107	423	*	peak_826
chr1	168153888	168154084	197	*	peak_827
chr1	74589637	74589769	133	*	peak_828
chr1	56796683	56796886	204	*	peak_829
chr1	151367745	151368123	379	*	peak_830
chr1	92911790	92912233	444	*	peak_831
chr1	159737900	159738367	468	*	peak_832
chr1	74286555	74286796	242	*	peak_833
chr1	32174459	32174774	316	*	peak_834
chr1	190949433	190949664	232	*	peak_835
chr1	181183096	181183369	274	*	peak_836
chr1	121325288	121325753	466	*	peak_837
chr1	88055975	88056132	158	*	peak_838
chr1	63178263	63178612	350	*	peak_839
chr1	43749705	43750018	314	*	peak_840
chr1	171333468	171333802	335	*	peak_841
chr1	74154313	74154528	216	*	peak_842
chr1	151853467	151853927	461	*	peak_843
chr1	45375336	45375485	150	*	peak_844
chr1	91180494	91180869	376	*	peak_845
chr1	63449663	63450036	374	*	peak_846
chr1	59121026	59121341	316	*	peak_847
chr1	161021139	161021300	162	*	peak_848
chr1	151370606	151370959	354	*	peak_849
chr1	131693280	131693473	194	*	peak_850
chr1	84108148	84108292	145	*	peak_851
chr1	175921473	175921819	347	*	peak_852
chr1	59054305	59054720	416	*	peak_853
chr1	93304702	93304820	119	*	peak_854
chr1	169657714	169657860	147	*	peak_855
chr1	59705974	59706342	369	*	peak_856
chr1	195037234	195037479	246	*	peak_857
chr1	87804522	87804640	119	*	peak_858
chr1	161035027	161035519	493	*	peak_859
chr1	171122684	171123165	482	*	peak_860
chr1	115686066	115686554	489	*	peak_861
chr1	183327991	183328294	304	*	peak_862
chr1	120151932	120152145	214	*	peak_863
chr1	179548763	179549221	459	*	peak_864
chr1	88257994	88258244	251	*	peak_865
chr1	52658150	52658292	143	*	peak_866
chr1	138825791	138825988	198	*	peak_867
chr1	15805793	15805938	146	*	peak_868
chr1	6239148	6239315	168	*	peak_869
chr1	191009477	191009828	352	*	peak_870
chr1	161240211	161240648	438	*	peak_871
chr1	162722704	162722864	161	*	peak_872
chr1	92870633	92871021	389	*	peak_873
chr1	172582411	172582668	258	*	peak_874
chr1	151348304	151348799	496	*	peak_875
chr1	58928456	58928864	409	*	peak_876
chr1	75143403	75143738	336	*	peak_877
chr1	78313351	78313670	320	*	peak_878
chr1	93481938	93482275	338	*	peak_879
chr1	128332937	128333143	207	*	peak_880
chr1	52657511	52657900	390	*	peak_881
chr1	85602866	85603365	500	*	peak_882
chr1	157100217	157100501	285	*	peak_883
chr1	97061874	97062000	127	*	peak_884
chr1	177450301	177450724	424	*	peak_885
chr1	92936697	92937195	499	*	peak_886
chr1	36818716	36819195	480	*	peak_887
chr1	4911630	4911942	313	*	peak_888
chr1	187047238	187047350	113	*	peak_889
chr1	191026452	191026934	483	*	peak_890
chr1	138854170	138854475	306	*	peak_891
chr1	60090702	60090956	255	*	peak_892
chr1	119417288	119417768	481	*	peak_893
chr1	169657157	169657504	348	*	peak_894
chr1	161970141	161970411	271	*	peak_895
chr1	144754797	144755181	385	*	peak_896
chr1	176733940	176734081	142	*	peak_897
chr1	179395393	179395797	405	*	peak_898
chr1	79612903	79613034	132	*	peak_899
chr1	55086426	55086842	417	*	peak_900
chr1	61646009	61646437	429	*	peak_901
chr1	74742533	74742931	399	*	peak_902
chr1	173595675	173596003	329	*	peak_903
chr1	20919345	20919590	246	*	peak_904
chr1	190929598	190929957	360	*	peak_905
chr1	193181490	193181914	425	*	peak_906
chr1	36540529	36540971	443	*	peak_907
chr1	172475413	172475779	367	*	peak_908
chr1	36368178	36368385	208	*	peak_909
chr1	82725822	82726106	285	*	peak_910
chr1	140086357	140086775	419	*	peak_911
chr1	60412504	60412607	104	*	peak_912
chr1	74127222	74127576	355	*	peak_913
chr1	37638971	37639320	350	*	peak_914
chr1	74285055	74285233	179	*	peak_915
chr1	153123571	153123947	377	*	peak_916
chr1	40090671	40091001	331	*	peak_917
chr1	4496107	4496457	351	*	peak_918
chr1	16344279	16344563	285	*	peak_919
chr1	127954450	127954851	402	*	peak_920
chr1	165594718	165595056	339	*	peak_921
chr1	74237578	74237873	296	*	peak_922
chr1	128142919	128143299	381	*	peak_923
chr1	146498170	146498650	481	*	peak_924
chr1	45313222	45313370	149	*	peak_925
chr1	71586941	71587402	462	*	peak_926
chr1	38864315	38864610	296	*	peak_927
chr1	166203100	166203436	337	*	peak_928
chr1	152811208	152811629	422	*	peak_929
chr1	44121887	44122264	378	*	peak_930
chr1	180904774	180905056	283	*	peak_931
chr1	155193900	155194145	246	*	peak_932
chr1	58413322	58413516	195	*	peak_933
chr1	36704345	36704617	273	*	peak_934
chr1	171059757	171059913	157	*	peak_935
chr1	37444879	37445133	255	*	peak_936
chr1	83258506	83258666	161	*	peak_937
chr1	134546071	134546365	295	*	peak_938
chr1	42699514	42699819	306	*	peak_939
chr1	159527241	159527554	314	*	peak_940
chr1	175620159	175620362	204	*	peak_941
chr1	125877423	125877824	402	*	peak_942
chr1	134986610	134986848	239	*	peak_943
chr1	75438835	75439094	260	*	peak_944
chr1	156041832	156042095	264	*	peak_945
chr1	161143583	161143860	278	*	peak_946
chr1	167227139	167227253	115	*	peak_947
chr1	86529536	86529772	237	*	peak_948
chr1	85252532	85252844	313	*	peak_949
chr1	37987633	37987786	154	*	peak_950
chr1	172067879	172068123	245	*	peak_951
chr1	34544494	34544852	359	*	peak_952
chr1	146496881	146497106	226	*	peak_953
chr1	91372674	91372961	288	*	peak_954
chr1	134646753	134646902	150	*	peak_955
chr1	176735161	176735551	391	*	peak_956
chr1	33854539	33854770	232	*	peak_957
chr1	153665144	153665322	179	*	peak_958
chr1	43984145	43984578	434	*	peak_959
chr1	6206450	6206709	260	*	peak_960
chr1	99776900	99777315	416	*	peak_961
chr1	66385609	66386016	408	*	peak_962
chr1	174432320	174432443	124	*	peak_963
chr1	107523980	107524309	330	*	peak_964
chr1	130691547	130691986	440	*	peak_965
chr1	39535239	39535568	330	*	peak_966
chr1	157105996	157106477	482	*	peak_967
chr1	174070350	174070595	246	*	peak_968
chr1	40085337	40085521	185	*	peak_969
chr1	72826976	72827231	256	*	peak_970
chr1	86305172	86305489	318	*	peak_971
chr1	162671927	162672040	114	*	peak_972
chr1	65164748	65165004	257	*	peak_973
chr1	91322545	91322937	393	*	peak_974
chr1	159261117	159261459	343	*	peak_975
chr1	71561909	71562076	168	*	peak_976
chr1	75437209	75437670	462	*	peak_977
chr1	171593610	171593826	217	*	peak_978
chr1	78313463	78313781	319	*	peak_979
chr1	135842559	135842780	222	*	peak_980
chr1	165490020	165490362	343	*	peak_981
chr1	170195686	170195838	153	*	peak_982
chr1	143740870	143741323	454	*	peak_983
chr1	159850763	159850907	145	*	peak_984
chr1	135263419	135263582	164	*	peak_985
chr1	84722662	84722873	212	*	peak_986
chr1	144245212	144245484	273	*	peak_987
chr1	88138765	88138976	212	*	peak_988
chr1	90613964	90614335	372	*	peak_989
chr1	4910816	4911018	203	*	peak_990
chr1	16101932	16102209	278	*	peak_991
chr1	131155424	131155617	194	*	peak_992
chr1	135844816	135844997	182	*	peak_993
chr1	153782862	153782987	126	*	peak_994
chr1	84085109	84085504	396	*	peak_995
chr1	93408302	93408515	214	*	peak_996
chr1	179547744	179547969	226	*	peak_997
chr1	16230007	16230406	400	*	peak_998
chr1	44116686	44116924	239	*	peak_999
chr1	172197842	172198163	322	*	peak_1000
chr1	59123948	59124288	341	*	peak_1001
chr1	171019673	171020164	492	*	peak_1002
chr1	4811739	4812227	489	*	peak_1003
chr1	8364266	8364574	309	*	peak_1004
chr1	184728897	184729080	184	*	peak_1005
chr1	105633092	105633210	119	*	peak_1006
chr1	84117679	84117883	205	*	peak_1007
chr1	52845607	52846061	455	*	peak_1008
chr1	151402807	151402941	135	*	peak_1009
chr1	75309010	75309202	193	*	peak_1010
chr1	120116481	120116753	273	*	peak_1011
chr1	153895654	153896140	487	*	peak_1012
chr1	183361566	183361814	249	*	peak_1013
chr1	144245689	144245884	196	*	peak_1014
chr1	81077948	81078347	400	*	peak_1015
chr1	135805222	135805704	483	*	peak_1016
chr1	40001789	40002102	314	*	peak_1017
chr1	135788920	135789192	273	*	peak_1018
chr1	4913037	4913526	490	*	peak_1019
chr1	189210891	189211308	418	*	peak_1020
chr1	162916805	162916964	160	*	peak_1021
chr1	60911265	60911544	280	*	peak_1022
chr1	156004908	156005115	208	*	peak_1023
chr1	33722260	33722729	470	*	peak_1024
chr1	160907438	160907663	226	*	peak_1025
chr1	66387922	66388352	431	*	peak_1026
chr1	165767066	165767496	431	*	peak_1027
chr1	87207676	87208079	404	*	peak_1028
chr1	80502221	80502403	183	*	peak_1029
chr1	98424192	98424392	201	*	peak_1030
chr1	87407582	87408080	499	*	peak_1031
chr1	188266625	188266961	337	*	peak_1032
chr1	75311521	75311989	469	*	peak_1033
chr1	80503128	80503610	483	*	peak_1034
chr1	165877891	165878384	494	*	peak_1035
chr1	164292059	164292205	147	*	peak_1036
chr1	52190901	52191315	415	*	peak_1037
chr1	177022381	177022593	213	*	peak_1038
chr1	75141386	75141654	269	*	peak_1039
chr1	173522990	173523164	175	*	peak_1040
chr1	151458498	151458768	271	*	peak_1041
chr1	16646192	16646537	346	*	peak_1042
chr1	13114859	13115085	227	*	peak_1043
chr1	167373300	167373665	366	*	peak_1044
chr1	115689631	115689809	179	*	peak_1045
chr1	160739602	160740092	491	*	peak_1046
chr1	65082313	65082486	174	*	peak_1047
chr1	91366462	91366822	361	*	peak_1048
chr1	75147108	75147568	461	*	peak_1049
chr1	40086619	40086934	316	*	peak_1050
chr1	74598901	74599086	186	*	peak_1051
chr1	59109420	59109899	480	*	peak_1052
chr1	184034529	184034820	292	*	peak_1053
chr1	134983446	134983704	259	*	peak_1054
chr1	36542102	36542247	146	*	peak_1055
chr1	193222651	193222989	339	*	peak_1056
chr1	162794584	162794828	245	*	peak_1057
chr1	180168222	180168509	288	*	peak_1058
chr1	156678770	156678958	189	*	peak_1059
chr1	158554741	158555061	321	*	peak_1060
chr1	178190837	178191215	379	*	peak_1061
chr1	182565756	182566148	393	*	peak_1062
chr1	157459898	157460150	253	*	peak_1063
chr1	169974490	169974715	226	*	peak_1064
chr1	153902283	153902667	385	*	peak_1065
chr1	161945279	161945749	471	*	peak_1066
chr1	10028369	10028556	188	*	peak_1067
chr1	165764527	165764867	341	*	peak_1068
chr1	13139375	13139661	287	*	peak_1069
chr1	37300541	37300866	326	*	peak_1070
chr1	66704121	66704253	133	*	peak_1071
chr1	189210865	189211068	204	*	peak_1072
chr1	130937118	130937221	104	*	peak_1073
chr1	59111195	59111322	128	*	peak_1074
chr1	170144808	170145270	463	*	peak_1075
chr1	88201233	88201528	296	*	peak_1076
chr1	65158829	65159262	434	*	peak_1077
chr1	62706036	62706488	453	*	peak_1078
chr1	172483180	172483430	251	*	peak_1079
chr1	75438524	75438869	346	*	peak_1080
chr1	53275254	53275652	399	*	peak_1081
chr1	91372606	91372986	381	*	peak_1082
chr1	134495395	134495565	171	*	peak_1083
chr1	153780930	153781213	284	*	peak_1084
chr1	153875726	153875854	129	*	peak_1085
chr1	63063133	63063348	216	*	peak_1086
chr1	97823208	97823582	375	*	peak_1087
chr1	59686155	59686387	233	*	peak_1088
chr1	163248067	163248233	167	*	peak_1089
chr1	166130551	166130853	303	*	peak_1090
chr1	132478162	132478513	352	*	peak_1091
chr1	153905013	153905182	170	*	peak_1092
chr1	179668384	179668665	282	*	peak_1093
chr1	151429773	151430047	275	*	peak_1094
chr1	125406088	125406304	217	*	peak_1095
chr1	135165624	135166119	496	*	peak_1096
chr1	36311098	36311211	114	*	peak_1097
chr1	44088597	44088704	108	*	peak_1098
chr1	173920725	173920923	199	*	peak_1099
chr1	75550649	75550980	332	*	peak_1100
chr1	170961052	170961546	495	*	peak_1101
chr1	177443763	177444005	243	*	peak_1102
chr1	85650215	85650482	268	*	peak_1103
chr1	36768673	36768846	174	*	peak_1104
chr1	91056247	91056574	328	*	peak_1105
chr1	173864570	173864957	388	*	peak_1106
chr1	172527690	172527867	178	*	peak_1107
chr1	136469355	136469804	450	*	peak_1108
chr1	59688235	59688551	317	*	peak_1109
chr1	36355200	36355622	423	*	peak_1110
chr1	118834841	118835281	441	*	peak_1111
chr1	120115721	120116113	393	*	peak_1112
chr1	74593813	74594060	248	*	peak_1113
chr1	21368673	21369167	495	*	peak_1114
chr1	65071699	65072104	406	*	peak_1115
chr1	75547608	75547984	377	*	peak_1116
chr1	132511693	132511885	193	*	peak_1117
chr1	79719792	79720205	414	*	peak_1118
chr1	75138249	75138691	443	*	peak_1119
chr1	85940981	85941392	412	*	peak_1120
chr1	37901261	37901424	164	*	peak_1121
chr1	14253506	14253867	362	*	peak_1122
chr1	74589724	74590216	493	*	peak_1123
chr1	169508896	169509220	325	*	peak_1124
chr1	93481874	93482296	423	*	peak_1125
chr1	164142561	164142741	181	*	peak_1126
chr1	58553290	58553515	226	*	peak_1127
chr1	160676779	160677063	285	*	peak_1128
chr1	152957257	152957751	495	*	peak_1129
chr1	78818860	78819228	369	*	peak_1130
chr1	127816218	127816714	497	*	peak_1131
chr1	85089438	85089602	165	*	peak_1132
chr1	75139574	75139927	354	*	peak_1133
chr1	37872697	37872873	177	*	peak_1134
chr1	66253311	66253622	312	*	peak_1135
chr1	180441180	180441579	400	*	peak_1136
chr1	88304298	88304703	406	*	peak_1137
chr1	135136838	135136983	146	*	peak_1138
chr1	93006691	93007043	353	*	peak_1139
chr1	165464679	165465094	416	*	peak_1140
chr1	81080719	81080835	117	*	peak_1141
chr1	4810441	4810589	149	*	peak_1142
chr1	37890693	37891188	496	*	peak_1143
chr1	43075864	43076157	294	*	peak_1144
chr1	182125623	182125811	189	*	peak_1145
chr1	134113834	134114036	203	*	peak_1146
chr1	36339290	36339520	231	*	peak_1147
chr1	87807607	87808003	397	*	peak_1148
chr1	5085572	5086000	429	*	peak_1149
chr1	78659936	78660312	377	*	peak_1150
chr1	75237453	75237797	345	*	peak_1151
chr1	95590140	95590508	369	*	peak_1152
chr1	156256270	156256541	272	*	peak_1153
chr1	180182217	180182605	389	*	peak_1154
